INSTNM,CITY,STABBR,HIGHDEG,CONTROL,HSI,ADM_RATE,SAT_AVG,UGDS,UGDS_HISP,FIRSTGEN_RPY_1YR_RT,PELL_EVER,FIRST_GEN,ICLEVEL,FTFTPCTPELL
Thomas Jefferson University,Philadelphia,PA,4,2,0,0.5827,1163,3495,0.081,0.809885932,0.184761905,0.329798515,1,0.3701
Fortis Institute-Erie,Erie,PA,2,3,0,NULL,NULL,194,0.0258,0.160348361,0.894404712,0.609309623,2,0.8108
Triangle Tech Inc-Erie,Erie,PA,2,3,0,NULL,NULL,15,0.0667,0.37037037,0.551724138,0.520833333,2,0.5263
Triangle Tech Inc-Pittsburgh,Pittsburgh,PA,2,3,0,NULL,NULL,149,0.0067,0.329411765,0.855967078,0.420792079,2,0.75
Triangle Tech Inc-Greensburg,Greensburg,PA,2,3,0,NULL,NULL,120,0.0083,0.542056075,0.748648649,0.491467577,2,0.5714
Triangle Tech Inc-Dubois,Falls Creek,PA,2,3,0,NULL,NULL,111,0.009,0.494897959,0.691082803,0.507042254,2,0.5082
Trinity Episcopal School for Ministry,Ambridge,PA,4,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
Ursinus College,Collegeville,PA,3,2,0,0.7087,1231,1406,0.0789,0.7,0.318032787,0.188455009,1,0.1965
University of Valley Forge,Phoenixville,PA,4,2,0,0.5893,NULL,571,0.1559,0.405940594,0.683397683,0.333333333,1,0.4796
Valley Forge Military College,Wayne,PA,2,2,0,NULL,NULL,306,0.1405,0.28125,0.69348659,0.336206897,2,0.8038
Venus Beauty Academy,Sharon Hill,PA,1,3,0,NULL,NULL,88,0.0227,0.4,0.782945736,0.614035088,3,0.5055
Villanova University,Villanova,PA,4,2,0,0.2922,1407,6819,0.0768,0.766798419,0.258989057,0.12574204,1,0.1185
Washington Hospital School of Nursing,Washington,PA,1,2,0,NULL,NULL,58,0,0.596153846,0.342857143,PrivacySuppressed,2,NULL
Washington & Jefferson College,Washington,PA,4,2,0,0.8236,NULL,1336,0.0509,0.710526316,0.381294964,0.216049383,1,0.3127
Waynesburg University,Waynesburg,PA,4,2,0,0.9145,1080,1322,0.0227,0.724043716,0.441253264,0.263532764,1,0.3925
Welder Training and Testing Institute,Allentown,PA,1,3,0,NULL,NULL,66,0.0758,0.589285714,0.752808989,0.652777778,3,0.4141
West Chester University of Pennsylvania,West Chester,PA,4,1,0,0.7444,1130,14249,0.0599,0.679104478,0.404616864,0.281308571,1,0.2649
Western Pennsylvania Hospital School of Nursing,Pittsburgh,PA,1,2,0,1,NULL,123,0,PrivacySuppressed,0.446601942,PrivacySuppressed,2,0.5
Pittsburgh Career Institute,Pittsburgh,PA,2,3,0,NULL,NULL,136,0,0.171314741,0.811550152,0.454212454,2,0.8684
Westminster College,New Wilmington,PA,4,2,0,0.6642,1123,1173,0.0153,0.722222222,0.45785124,0.255357143,1,0.3705
Westminster Theological Seminary,Glenside,PA,4,2,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,1,NULL
Westmoreland County Community College,Youngwood,PA,2,1,0,NULL,NULL,3606,0.0194,0.416932907,0.690652557,0.443567482,2,0.5176
Widener University,Chester,PA,4,2,0,0.692,1115,3201,0.05,0.571847507,0.373964497,0.300377834,1,0.2458
Wilkes University,Wilkes-Barre,PA,4,2,0,0.7482,1153,2358,0.0657,0.624390244,0.474219317,0.346123728,1,0.319
Williamson College of the Trades,Media,PA,2,2,0,NULL,NULL,257,0.0778,NULL,NULL,NULL,2,0
Wilson College,Chambersburg,PA,4,2,0,0.9187,1054,832,0.0385,0.468531469,0.475638051,0.43,1,0.439
Yeshivath Beth Moshe,Scranton,PA,3,2,0,0.9091,NULL,32,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,0.25
York College of Pennsylvania,York,PA,4,2,0,0.6973,1132,3960,0.0669,0.654545455,0.380188157,0.303225807,1,0.3212
YTI Career Institute-York,York,PA,2,3,0,NULL,NULL,1327,0.1952,0.414634146,0.707365627,0.556653992,2,0.6178
Brown University,Providence,RI,4,2,0,0.0767,1492,6752,0.1146,0.755102041,0.408934708,0.170403587,1,0.1393
Bryant University,Smithfield,RI,4,2,0,0.7567,NULL,3471,0.0683,0.773584906,0.281594572,0.160667252,1,0.1379
Johnson & Wales University-Providence,Providence,RI,4,2,0,0.91,NULL,6569,0.1297,0.57496977,0.616809979,0.346414073,1,0.4643
New England Institute of Technology,East Greenwich,RI,4,2,0,NULL,NULL,2596,0.1102,0.448006932,0.651014723,0.414113278,1,0.5946
New England Tractor Trailer Training School of Rhode Island,Pawtucket,RI,1,3,0,NULL,NULL,512,0.3555,0.411659193,0.811809686,0.563002681,3,0.9519
Providence College,Providence,RI,4,2,0,0.4897,1294,4079,0.099,0.717592593,0.26635514,0.146440129,1,0.1392
Rhode Island College,Providence,RI,4,1,0,0.7346,994,6480,0.2136,0.544045677,0.643174415,0.447087211,1,0.5699
Community College of Rhode Island,Warwick,RI,2,1,0,NULL,NULL,13819,0.2156,0.434007707,0.816377171,0.534734768,2,0.539
University of Rhode Island,Kingston,RI,4,1,0,0.6948,1160,13743,0.1001,0.57253685,0.413451512,0.263285475,1,0.2586
Rhode Island School of Design,Providence,RI,4,2,0,0.2387,1319,1994,0.0908,0.674418605,0.376168224,0.105515588,1,0.2239
Roger Williams University,Bristol,RI,4,2,0,0.8609,NULL,4347,0.075,0.733333333,0.274541532,0.196590909,1,0.1665
Salve Regina University,Newport,RI,4,2,0,0.7617,NULL,1996,0.0661,0.769230769,0.316378433,0.185850053,1,0.2627
St Joseph School of Nursing,North Providence,RI,1,3,0,NULL,NULL,79,0.0633,0.5625,0.434210526,PrivacySuppressed,2,NULL
Empire Beauty School-Warwick,Providence,RI,1,3,0,NULL,NULL,92,0.337,0.199040767,0.892002335,0.490608565,3,0.8095
Northpoint Bible College,Haverhill,MA,4,2,0,NULL,NULL,291,0.1375,0.37704918,0.764705882,0.4375,1,0.6167
Aiken Technical College,Graniteville,SC,2,1,0,NULL,NULL,2093,0.0607,0.263333333,0.868202175,0.475218659,2,0.4118
Allen University,Columbia,SC,3,2,0,NULL,NULL,698,0.0014,0.07826087,0.927272727,0.50656168,1,0.8953
Anderson University,Anderson,SC,4,2,0,0.6229,1133,2685,0.0354,0.4,0.473529412,0.253456221,1,0.2607
Charleston Southern University,Charleston,SC,4,2,0,0.5205,1130,2933,0.0355,0.342356688,0.629441624,0.307181654,1,0.4451
Technical College of the Lowcountry,Beaufort,SC,2,1,0,NULL,NULL,1817,0.1497,0.343173432,0.898734177,0.447392498,2,0.6311
Benedict College,Columbia,SC,3,2,0,NULL,NULL,2165,0.0162,0.058279371,0.902843602,0.407876231,1,0.8477
Bob Jones University,Greenville,SC,4,2,0,NULL,NULL,2363,0.0652,0.719806763,0.7,0.144067797,1,0.4819
Southern Wesleyan University,Central,SC,4,2,0,0.5364,1062,1179,0.0407,0.368951613,0.671581769,0.391495601,1,0.5178
Charleston Cosmetology Institute,Charleston,SC,1,3,0,NULL,NULL,202,0.0198,0.266666667,0.795620438,0.578512397,3,0.7059
College of Charleston,Charleston,SC,4,1,0,0.7926,1188,9622,0.0583,0.466248038,0.491878722,0.200619893,1,0.2639
Charzanne Beauty College,Greenwood,SC,1,3,0,NULL,NULL,47,0.0213,PrivacySuppressed,PrivacySuppressed,0.581818182,3,0.7547
Northeastern Technical College,Cheraw,SC,2,1,0,NULL,NULL,901,0.0289,NULL,PrivacySuppressed,0.546025105,2,0.7365
Citadel Military College of South Carolina,Charleston,SC,4,1,0,0.808,1129,2882,0.0729,0.666666667,0.430754537,0.188188188,1,0.2256
Claflin University,Orangeburg,SC,4,2,0,0.564,984,2043,0.0137,0.154347826,0.843537415,0.323586745,1,0.79
Clemson University,Clemson,SC,4,1,0,0.4719,1337,19564,0.0485,0.647473561,0.400228267,0.172454385,1,0.1528
Clinton College,Rock Hill,SC,3,2,0,NULL,NULL,193,0.0052,PrivacySuppressed,0.912371134,0.396226415,1,1
Coker University,Hartsville,SC,4,2,0,0.6255,1045,1017,0.0295,0.292307692,0.673582296,0.376160991,1,0.4879
Columbia International University,Columbia,SC,4,2,0,0.3339,1039,526,0.0589,0.491803279,0.638211382,0.24137931,1,0.5517
Columbia College,Columbia,SC,4,2,0,0.959,NULL,1159,0.0449,0.366548043,0.674486804,0.413903743,1,0.5723
Converse College,Spartanburg,SC,4,2,0,0.5852,1129,893,0.0426,0.452380952,0.610337972,0.317021277,1,0.4275
Denmark Technical College,Denmark,SC,2,1,0,NULL,NULL,314,0.0032,0.092209857,0.938123753,0.475124378,2,0.8679
Erskine College,Due West,SC,4,2,0,0.5824,1047,572,0.0455,0.557692308,0.511811024,0.222535211,1,0.3421
Florence-Darlington Technical College,Florence,SC,2,1,0,NULL,NULL,3649,0.0244,0.14527027,0.910337906,0.483003953,2,0.6758
Forrest College,Anderson,SC,2,3,0,NULL,NULL,67,0.0299,0.148760331,PrivacySuppressed,0.706422018,2,0.9286
Francis Marion University,Florence,SC,4,1,0,0.6419,987,3097,0.0268,0.298245614,0.733521127,0.362678239,1,0.6017
Furman University,Greenville,SC,4,2,0,0.6105,1353,2731,0.0575,0.666666667,0.354531002,0.123778502,1,0.1486
Greenville Technical College,Greenville,SC,2,1,0,NULL,NULL,9167,0.1028,0.245382586,0.841469232,0.42499553,2,0.5493
Horry-Georgetown Technical College,Conway,SC,2,1,0,NULL,NULL,6003,0.0505,0.218376597,0.791937581,0.42016317,2,0.5637
Kenneth Shuler School of Cosmetology-North Augusta,North Augusta,SC,1,3,0,NULL,NULL,107,0.0187,0.169230769,0.927083333,0.522727273,3,0.8421
Kenneth Shuler School of Cosmetology and Nails-Columbia,Columbia,SC,1,3,0,NULL,NULL,130,0.0538,0.175510204,0.859671302,0.478386167,3,0.6
Lander University,Greenwood,SC,4,1,0,0.4257,1029,2879,0.0215,0.343696028,0.656876791,0.317092034,1,0.5216
Limestone College,Gaffney,SC,4,2,0,0.4416,1055,2278,0.036,0.256809339,0.707161804,0.429598562,1,0.5478
Medical University of South Carolina,Charleston,SC,4,1,0,NULL,NULL,329,0.0578,0.787234043,0.11496063,0.188311688,1,NULL
Midlands Technical College,West Columbia,SC,2,1,0,NULL,NULL,9195,0.063,0.251331558,0.798342101,0.396505616,2,0.4847
Morris College,Sumter,SC,3,2,0,NULL,NULL,649,0.0046,0.101333333,0.932231405,0.4,1,0.9449
Newberry College,Newberry,SC,3,2,0,0.6634,1036,1205,0.0315,0.487603306,0.59811617,0.313131313,1,0.5014
North Greenville University,Tigerville,SC,4,2,0,0.5962,1174,2025,0.0375,0.461254613,0.627151052,0.267,1,0.3938
Orangeburg Calhoun Technical College,Orangeburg,SC,2,1,0,NULL,NULL,1753,0.0137,0.211055276,0.911617962,0.45704754,2,0.7004
Piedmont Technical College,Greenwood,SC,2,1,0,NULL,NULL,3733,0.0541,0.156898657,0.846344048,0.474709784,2,0.6483
Presbyterian College,Clinton,SC,4,2,0,0.6885,1115,973,0.0411,0.65625,0.543735225,0.197560976,1,0.3514
University of South Carolina Aiken,Aiken,SC,4,1,0,0.5095,1041,3019,0.0484,0.428308824,0.640550239,0.327096774,1,0.4594
University of South Carolina Beaufort,Bluffton,SC,3,1,0,0.6328,1026,2040,0.0775,0.381355932,0.645768025,0.309584394,1,0.4419
University of South Carolina-Columbia,Columbia,SC,4,1,0,0.6306,1287,26300,0.0461,0.526226734,0.426533874,0.195314489,1,0.1857
University of South Carolina-Lancaster,Lancaster,SC,2,1,0,0.668,991,830,0.0554,0.526226734,0.426533874,0.195314489,2,0.5215
University of South Carolina-Salkehatchie,Allendale,SC,2,1,0,0.7209,903,613,0.0375,0.151138716,0.844776119,0.43902439,2,0.6872
University of South Carolina-Sumter,Sumter,SC,2,1,0,0.6256,984,682,0.0762,0.312236287,0.763915547,0.36631579,2,0.4868
University of South Carolina-Union,Union,SC,2,1,0,0.6587,908,311,0.0225,0.148325359,0.817518248,0.350806452,2,0.6536
Coastal Carolina University,Conway,SC,4,1,0,0.6955,1103,9474,0.0507,0.419092756,0.521370813,0.26561862,1,0.3641
South Carolina State University,Orangeburg,SC,4,1,0,0.5324,929,2415,0.0025,0.193617021,0.870758123,0.359310911,1,0.8039
University of South Carolina-Upstate,Spartanburg,SC,4,1,0,0.5719,1025,5403,0.0592,0.415750916,0.647058824,0.351388889,1,0.5507
Sherman College of Chiropractic,Spartanburg,SC,4,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
Spartanburg Methodist College,Spartanburg,SC,2,2,0,0.5795,947,868,0.0795,0.381818182,0.70719603,0.314049587,2,0.6024
Spartanburg Community College,Spartanburg,SC,2,1,0,NULL,NULL,3653,0.0846,0.355714286,0.923658052,0.484003656,2,0.6256
Central Carolina Technical College,Sumter,SC,2,1,0,NULL,NULL,2906,0.0299,0.173565723,0.917054986,0.462418301,2,0.6703
Sumter Beauty College,Sumter,SC,1,3,0,NULL,NULL,19,0.0526,NULL,PrivacySuppressed,PrivacySuppressed,3,0.2
Tri-County Technical College,Pendleton,SC,2,1,0,NULL,NULL,5117,0.0692,0.375854214,0.788283986,0.388791594,2,0.3678
Trident Technical College,Charleston,SC,2,1,0,NULL,NULL,9670,0.0654,0.20232333,0.836496103,0.428270042,2,0.4927
Voorhees College,Denmark,SC,3,2,0,0.6545,NULL,491,0.0041,0.13074205,0.939393939,0.391143911,1,0.843
Williamsburg Technical College,Kingstree,SC,2,1,0,NULL,NULL,389,0,NULL,PrivacySuppressed,0.540856031,2,0.8627
Winthrop University,Rock Hill,SC,4,1,0,0.6728,1090,4545,0.055,0.404026846,0.624413146,0.282110092,1,0.4632
Wofford College,Spartanburg,SC,3,2,0,0.6358,1298,1659,0.0374,0.636363636,0.3299389,PrivacySuppressed,1,0.1615
York Technical College,Rock Hill,SC,2,1,0,NULL,NULL,3693,0.0769,0.215434084,0.817591925,0.421676892,2,0.5078
Augustana University,Sioux Falls,SD,4,2,0,0.6542,1230,1752,0.024,0.731034483,0.354098361,0.144827586,1,0.2141
The Salon Professional Academy,Rapid City,SD,1,3,0,NULL,NULL,67,0.0149,0.509090909,0.712962963,0.463157895,2,0.7188
Black Hills State University,Spearfish,SD,4,1,0,0.8832,1084,2563,0.062,0.534883721,0.532309661,0.283967391,1,0.3941
Dakota State University,Madison,SD,4,1,0,0.8324,1145,2051,0.0429,0.570224719,0.506024096,0.275510204,1,0.3472
Dakota Wesleyan University,Mitchell,SD,4,2,0,0.7355,1095,743,0.0673,0.577181208,0.445121951,0.289416847,1,0.3687
Headlines Academy Inc,Rapid City,SD,1,3,0,NULL,NULL,77,0.013,0.428571429,0.706349206,0.327272727,2,0.4783
Lake Area Technical Institute,Watertown,SD,2,1,0,NULL,NULL,1877,0.0208,0.642384106,0.53728223,0.286671631,2,0.4281
Avera McKennan Hospital School of Radiologic Technology,Sioux Falls,SD,1,2,0,NULL,NULL,23,0,PrivacySuppressed,NULL,NULL,2,NULL
Mitchell Technical Institute,Mitchell,SD,2,1,0,NULL,NULL,991,0.0232,0.647058824,0.551461245,0.322802198,2,0.4127
Mount Marty College,Yankton,SD,4,2,0,0.6922,1073,584,0.1079,0.471698113,0.521172638,0.320284698,1,0.367
National American University-Rapid City,Rapid City,SD,4,3,0,NULL,NULL,1410,0.0688,0.169146088,0.791846451,0.537924528,1,0.625
National American University-Sioux Falls,Sioux Falls,SD,3,3,0,NULL,NULL,153,0.0131,0.169146088,0.791846451,0.537924528,1,1
Sioux Falls Seminary,Sioux Falls,SD,4,2,0,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,NULL
Northern State University,Aberdeen,SD,4,1,0,0.8811,1104,1451,0.0427,0.546325879,0.553333333,0.306916427,1,0.3397
Oglala Lakota College,Kyle,SD,4,1,0,NULL,NULL,1189,0.0042,NULL,PrivacySuppressed,0.388888889,1,0.9265
Presentation College,Aberdeen,SD,3,2,0,0.9656,1050,681,0.0896,0.477777778,0.558292282,0.346296296,1,0.3423
Avera Sacred Heart Hospital,Yankton,SD,1,2,0,NULL,NULL,15,0,NULL,NULL,NULL,2,NULL
South Dakota School of Mines and Technology,Rapid City,SD,4,1,0,0.8332,1268,2177,0.0524,0.775757576,0.373096447,0.183135705,1,0.2179
South Dakota State University,Brookings,SD,4,1,0,0.9243,1149,9314,0.0253,0.66028003,0.387971965,0.201948206,1,0.2503
Sinte Gleska University,Mission,SD,4,2,0,NULL,NULL,511,0,NULL,PrivacySuppressed,0.440789474,1,0.6939
University of Sioux Falls,Sioux Falls,SD,4,2,0,0.9125,1135,1268,0.0197,0.607655502,0.469959947,0.247159091,1,0.337
Sanford Medical Center,Sioux Falls,SD,1,2,0,NULL,NULL,23,0.0435,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,2,NULL
Sisseton Wahpeton College,Sisseton,SD,2,1,0,NULL,NULL,162,0.0123,NULL,PrivacySuppressed,0.520833333,2,0.697
Southeast Technical Institute,Sioux Falls,SD,2,1,0,NULL,NULL,1984,0.0439,0.517505471,0.558214748,0.334298119,2,0.4654
Stewart School,Sioux Falls,SD,1,3,0,NULL,NULL,112,0.0357,0.6875,0.492424242,0.275,2,0.3276
University of South Dakota,Vermillion,SD,4,1,0,0.858,1135,6228,0.0448,0.610121837,0.442595109,0.242545455,1,0.2763
Western Dakota Technical Institute,Rapid City,SD,2,1,0,NULL,NULL,767,0.0548,0.413202934,0.75027747,0.375,2,0.7114
American Baptist College,Nashville,TN,3,2,0,NULL,NULL,123,0,PrivacySuppressed,PrivacySuppressed,0.484848485,1,0.8889
Arnolds Beauty School,Milan,TN,1,3,0,NULL,NULL,58,0.0345,0.432432432,0.791666667,0.516129032,3,0.8444
Tennessee College of Applied Technology-Athens,Athens,TN,1,1,0,NULL,NULL,214,0.0421,NULL,PrivacySuppressed,0.632653061,2,0.6716
Austin Peay State University,Clarksville,TN,4,1,0,0.9378,1105,9064,0.0795,0.37072965,0.744209068,0.395009936,1,0.5681
Baptist Memorial College of Health Sciences,Memphis,TN,3,2,0,0.5887,1105,1032,0.03,0.508710801,0.632653061,0.428571429,1,0.4875
Belmont University,Nashville,TN,4,2,0,0.8247,1250,6620,0.058,0.620289855,0.345538938,0.158458244,1,0.1572
Bethel University,McKenzie,TN,4,2,0,0.6649,1051,3383,0.0157,0.265095729,0.769392769,0.51217499,1,0.698
Bryan College-Dayton,Dayton,TN,4,2,0,0.5133,1163,824,0.0328,0.617100372,0.631578947,0.357142857,1,0.4011
Carson-Newman University,Jefferson City,TN,4,2,0,0.6603,1137,1695,0.033,0.484210526,0.624365482,0.346609257,1,0.4594
Chattanooga State Community College,Chattanooga,TN,2,1,0,NULL,NULL,6692,0.0608,0.257503001,0.824526814,0.460299709,2,0.5721
Christian Brothers University,Memphis,TN,4,2,0,0.5601,1155,1535,0.0795,0.410714286,0.655279503,0.358792185,1,0.3802
Pentecostal Theological Seminary,Cleveland,TN,4,2,0,NULL,NULL,0,0,PrivacySuppressed,NULL,NULL,1,NULL
Austin's Beauty College Inc,Clarksville,TN,1,3,0,NULL,NULL,12,0.25,NULL,PrivacySuppressed,PrivacySuppressed,3,1
Cleveland State Community College,Cleveland,TN,2,1,0,NULL,NULL,2219,0.0586,0.292887029,0.878117914,0.513496144,2,0.5815
Columbia State Community College,Columbia,TN,2,1,0,NULL,NULL,4895,0.0695,0.356338028,0.866768177,0.440304826,2,0.4671
Concorde Career College-Memphis,Memphis,TN,2,3,0,0.9266,NULL,1394,0.0258,0.211720227,0.874449339,0.530369718,2,0.7044
Tennessee College of Applied Technology-Covington,Covington,TN,1,1,0,NULL,NULL,224,0.0223,NULL,PrivacySuppressed,0.548543689,2,0.6194
Cumberland University,Lebanon,TN,4,2,0,0.6166,1082,1785,0.0415,0.557746479,0.625158831,0.408219178,1,0.3665
Lipscomb University,Nashville,TN,4,2,0,0.5951,1225,2914,0.0752,0.521604938,0.41210795,0.235703246,1,0.2625
Tennessee College of Applied Technology-Dickson,Dickson,TN,1,1,0,NULL,NULL,595,0.0941,NULL,PrivacySuppressed,0.517441861,2,0.6046
Hussian College-Daymar College Nashville,Nashville,TN,3,3,0,NULL,NULL,102,0.0588,0.155462185,0.854449472,0.597652582,1,0.6452
Dyersburg State Community College,Dyersburg,TN,2,1,0,NULL,NULL,2020,0.0287,0.313539192,0.897857143,0.56006628,2,0.6546
East Tennessee State University,Johnson City,TN,4,1,0,0.8713,1167,10760,0.0296,0.452156058,0.698749205,0.376894809,1,0.5017
Chattanooga College Medical Dental and Technical Careers,Chattanooga,TN,2,3,0,NULL,NULL,283,0.0707,0.109271523,0.906158358,0.538983051,2,0.3947
Tennessee College of Applied Technology-Elizabethton,Elizabethton,TN,1,1,0,NULL,NULL,484,0.0207,NULL,PrivacySuppressed,0.651769088,2,0.7219
The Hair Academy LLC,Fayetteville,TN,1,3,0,NULL,NULL,40,0,0.309090909,PrivacySuppressed,PrivacySuppressed,3,0.625
Fisk University,Nashville,TN,4,2,0,0.7149,1029,743,0.0108,0.214285714,0.767857143,0.265780731,1,0.7832
Welch College,Gallatin,TN,4,2,0,NULL,NULL,288,0.0347,0.448979592,0.663265306,PrivacySuppressed,1,0.4
Freed-Hardeman University,Henderson,TN,4,2,0,0.9316,1201,1311,0.0046,0.530927835,0.486440678,0.185046729,1,0.345
Tennessee College of Applied Technology-Harriman,Harriman,TN,1,1,0,NULL,NULL,273,0.0037,NULL,PrivacySuppressed,0.621908127,2,0.9705
Tennessee College of Applied Technology-Hartsville,Hartsville,TN,1,1,0,NULL,NULL,333,0.03,NULL,PrivacySuppressed,0.592592593,2,0.6042
Hiwassee College,Madisonville,TN,3,2,0,0.6706,1036,253,0.0593,0.397260274,0.693877551,0.473684211,1,0.7471
Tennessee College of Applied Technology-Hohenwald,Hohenwald,TN,1,1,0,NULL,NULL,422,0.0024,NULL,PrivacySuppressed,0.583061889,2,0.5556
Tennessee College of Applied Technology-Jacksboro,Jacksboro,TN,1,1,0,NULL,NULL,231,0,NULL,PrivacySuppressed,0.637554585,2,0.8387
Jackson State Community College,Jackson,TN,2,1,0,NULL,NULL,3409,0.0334,PrivacySuppressed,PrivacySuppressed,0.522278624,2,0.6599
John A Gupton College,Nashville,TN,2,2,0,0.6977,NULL,168,0.0119,0.348484849,0.677419355,PrivacySuppressed,2,0.6
Johnson University,Knoxville,TN,4,2,0,0.7126,1138,748,0.0307,0.571428571,0.61376673,0.254545455,1,0.4248
Paul Mitchell the School-Murfreesboro,Murfreesboro,TN,1,3,0,NULL,NULL,238,0.0798,0.326848249,0.836501901,0.427350427,3,0.619
King University,Bristol,TN,4,2,0,0.5813,1094,1539,0.0351,0.518950437,0.677052127,0.510805501,1,0.4264
South College,Knoxville,TN,4,3,0,NULL,NULL,1830,0.0459,0.221824687,0.680952381,0.472962681,1,0.567
Lane College,Jackson,TN,3,2,0,NULL,NULL,1232,0.0081,0.076305221,0.920662598,0.448387097,1,0.9113
Le Moyne-Owen College,Memphis,TN,3,2,0,0.9284,885,884,0.0045,0.118993135,0.889972145,0.487684729,1,0.8795
Lee University,Cleveland,TN,4,2,0,0.8919,1176,4258,0.0178,0.42837274,0.614745587,0.312189741,1,0.3341
Lincoln Memorial University,Harrogate,TN,4,2,0,0.5971,1116,1861,0.0043,0.495429616,0.65583174,0.414860681,1,0.5033
Tennessee College of Applied Technology-Livingston,Livingston,TN,1,1,0,NULL,NULL,421,0.0428,NULL,PrivacySuppressed,0.582608696,2,0.6026
Martin Methodist College,Pulaski,TN,4,2,0,0.9961,1084,792,0.0341,0.368556701,0.739130435,0.41025641,1,0.5164
Maryville College,Maryville,TN,3,2,0,0.5452,1189,1106,0.0416,0.606481482,0.607407407,0.320695103,1,0.4784
Tennessee College of Applied Technology-McKenzie,McKenzie,TN,1,1,0,NULL,NULL,150,0.02,NULL,PrivacySuppressed,0.569948187,2,0.6075
Genesis Career College-Cookeville,Cookeville,TN,1,3,0,NULL,NULL,238,0.0588,0.236406619,0.868821293,0.55011655,3,0.8346
Meharry Medical College,Nashville,TN,4,2,0,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,1,NULL
Memphis College of Art,Memphis,TN,4,2,0,NULL,NULL,111,0.0721,0.276923077,0.736842105,0.340909091,1,0.617
Tennessee College of Applied Technology-Memphis,Memphis,TN,1,1,0,NULL,NULL,901,0.0533,NULL,PrivacySuppressed,0.493506494,2,0.5497
University of Memphis,Memphis,TN,4,1,0,0.843,1133,15563,0.0563,0.305819477,0.718780319,0.367559988,1,0.5491
Memphis Theological Seminary,Memphis,TN,4,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
Middle Tennessee State University,Murfreesboro,TN,4,1,0,0.9353,1149,18001,0.0607,0.409477801,0.678100264,0.36437638,1,0.4698
Middle Tennessee School of Anesthesia Inc,Madison,TN,4,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
Tennessee College of Applied Technology-Morristown,Morristown,TN,1,1,0,NULL,NULL,864,0.0336,NULL,PrivacySuppressed,0.642016807,2,0.6499
Motlow State Community College,Tullahoma,TN,2,1,0,NULL,NULL,5065,0.0873,0.454138703,PrivacySuppressed,0.516389309,2,0.5218
Tennessee College of Applied Technology-Murfreesboro,Murfreesboro,TN,1,1,0,NULL,NULL,530,0.0736,NULL,PrivacySuppressed,0.516483517,2,0.52
Lincoln College of Technology-Nashville,Nashville,TN,2,3,0,NULL,NULL,1692,0.0597,0.380936228,0.787069299,0.517378846,2,0.7111
Nashville College of Medical Careers,Madison,TN,1,3,0,NULL,NULL,68,0.0735,0.242937853,0.856353591,0.47133758,3,0.8462
Nashville State Community College,Nashville,TN,2,1,0,NULL,NULL,6784,0.0884,0.249047619,0.875068896,0.470980654,2,0.6889
Tennessee College of Applied Technology-Newbern,Newbern,TN,1,1,0,NULL,NULL,351,0.0228,NULL,PrivacySuppressed,0.612903226,2,0.761
Tennessee College of Applied Technology-Paris,Paris,TN,1,1,0,NULL,NULL,261,0.0153,NULL,PrivacySuppressed,0.585987261,2,0.6143
Tennessee College of Applied Technology-Pulaski,Pulaski,TN,1,1,0,NULL,NULL,284,0.0352,NULL,PrivacySuppressed,0.577946768,2,0.7149
Rhodes College,Memphis,TN,4,2,0,0.4455,1352,1985,0.0605,PrivacySuppressed,0.292246521,0.127789047,1,0.1563
Tennessee College of Applied Technology-Ripley,Ripley,TN,1,1,0,NULL,NULL,150,0.04,NULL,PrivacySuppressed,0.63125,2,0.75
Roane State Community College,Harriman,TN,2,1,0,NULL,NULL,4356,0.0326,0.38019802,0.903750885,0.503205128,2,0.5941
Tennessee College of Applied Technology-Crump,Crump,TN,1,1,0,NULL,NULL,461,0.0174,NULL,PrivacySuppressed,0.666666667,2,0.4739
Southwest Tennessee Community College,Memphis,TN,2,1,0,NULL,NULL,8382,0.0595,PrivacySuppressed,PrivacySuppressed,0.457235321,2,0.7126
Tennessee College of Applied Technology-Shelbyville,Shelbyville,TN,1,1,0,NULL,NULL,438,0.105,NULL,PrivacySuppressed,0.551948052,2,0.4767
The University of the South,Sewanee,TN,4,2,0,0.6517,NULL,1675,0.0543,0.714285714,0.400473934,0.132352941,1,0.1607
Tennessee College of Applied Technology-Oneida-Huntsville,Huntsville,TN,1,1,0,NULL,NULL,311,0.0386,NULL,PrivacySuppressed,0.645348837,2,0.9611
Tennessee College of Applied Technology-Crossville,Crossville,TN,1,1,0,NULL,NULL,354,0.0254,NULL,PrivacySuppressed,0.672316384,2,0.7011
Tennessee College of Applied Technology-McMinnville,McMinnville,TN,1,1,0,NULL,NULL,170,0.0882,NULL,PrivacySuppressed,0.602094241,2,0.6746
